vendor_name,address_line1,city,state,postal_code,country,phone_number,email,industry,annual_revenue,last_updated
Summit Systems Ltd,"2895 Oak Court, New York, NY 38783",New York,NY,38783,USA,-9318,summit.systems@summitsystems.com,Manufacturing,22581637.21,30-08-2024
Beta International Systems,"1728 Lake Court, Jacksonville, FL 99712",Jacksonville,FL,99712,USA,-2788,beta.international@betainternational.com,Wholesale,775013.1,13-05-2023
Apex Enterprises,"123 Cedar Blvd, New York, NY 11908",New York,NY,11908,USA,-7069,apex.enterprises@apexenterprises.com,Healthcare,35739069.75,30-10-2023
Nexus International Dynamics,"2320 West Way, Fort Worth, TX 27599",Fort Worth,TX,27599,USA,-6902,nexus.international@nexusinternational.com,Logistics,49305285.87,17-12-2023
Gamm Inc,"6748 East Blvd, Columbus, OH 92617",Columbus,OH,92617,USA,-9558,,Wholesale,89625566.4,28-04-2023
ioneer LLC,"1367 West Rd, Fort Worth, TX 76454",Fort Worth,TX,76454,USA,-6378,pioneer.llc@pioneerllc.com,Retail,48699786.43,16-04-2024
Omega Solutions,"2255 Ridge Court, San Jose, CA 69096",San Jose,CA,69096,USA,-2897,omega.solutions@omegasolutions.com,Consulting,39180331,30-08-2023
GammaLtd,"6998 Sunset Court, San Diego, CA 89984",San Diego,CA,89984,USA,-4167,gamma.ltd@gammaltd.com,Finance,29122175.13,29-09-2024
Quantum Co,"9519 Oak St, Seattle, WA 32191",Seattle,WA,32191,USA,-10496,quantum.co@quantumco.com,Construction,16547467.1,01-05-2024
Evergreen Corp,"5481 Washington Blvd, Philadelphia, PA 71247",Philadelphia,PA,71247,USA,-4789,evergreen.corp@evergreencorp.com,Retail,32588046.98,03-03-2023
Omega etworks,"7931 Main Terrace, San Jose, CA 80911",San Jose,CA,80911,USA,-4019,,Wholesale,31454776.2,12-08-2023
Silver Solutions Corp,"2841 Valley Place, Phoenix, AZ 82437",Phoenix,AZ,82437,USA,-10035,silver.solutions@silversolutions.com,Consulting,25516957.02,07-04-2024
Summit Industries,"7165 Maple Way, San Jose, CA 32623",San Jose,CA,32623,USA,-5975,,Consulting,96276163.16,18-09-2023
Prime System,"2373 Park St, Fort Worth, TX 10344",Fort Worth,TX,10344,USA,-8533,,Healthcare,51538448.91,02-01-2024
SynergyLtd,"2191 East Rd, Dallas, TX 25300",Dallas,TX,25300,USA,-5178,,Consulting,92577758.48,11-08-2024
Beta Inc Solutions,"7629 Pine Blvd, Phoenix, AZ 80990",Phoenix,AZ,80990,USA,-7189,beta.inc@betainc.com,Hospitality,25443541.3,03-09-2024
SilverCo,"3694 Park Ln, Jacksonville, FL 93015",Jacksonville,FL,93015,USA,-3414,,Wholesale,63442782.43,27-03-2023
Beta Global Enterprises,"5890 Ridge Ave, Charlotte, NC 62738",Charlotte,NC,62738,USA,-9739,,Healthcare,37039330.79,21-11-2024
Prime Group,"2850 Sunset Ave, Philadelphia, PA 85983",Philadelphia,PA,85983,USA,-9375,prime.group@primegroup.com,Manufacturing,93620346.81,29-04-2023
Omega Technologies,"8231 Ridge Terrace, Charlotte, NC 23043",Charlotte,NC,23043,USA,-3044,,Consulting,92645885.53,24-01-2023
Pioneer Dynamics Ltd,"9412 Pine Place, San Jose, CA 89982",San Jose,CA,89982,USA,-10910,pioneer.dynamics@pioneerdynamics.com,Technology,27950957.8,13-02-2023
Silver Global LLC,"5572 Elm Place, San Jose, CA 25732",San Jose,CA,25732,USA,-4413,silver.global@silverglobal.com,Finance,60827420.31,11-10-2023
SynergyIndustries,"1388 West Way, San Antonio, TX 79210",San Antonio,TX,79210,USA,-8171,synergy.industries@synergyindustries.com,Manufacturing,20869102.5,05-01-2023
Golden Networks,"8286 Hill Terrace, Columbus, OH 73962",Columbus,OH,73962,USA,-8307,golden.networks@goldennetworks.com,Construction,21204992.9,21-01-2024
Beta Holdings,"271 Hill Terrace, Chicago, IL 74396",Chicago,IL,74396,USA,-4161,beta.holdings@betaholdings.com,Healthcare,85351723.79,01-07-2023
Vanguard Holdings,"1857 Hill Terrace, Denver, CO 57414",Denver,CO,57414,USA,-7756,vanguard.holdings@vanguardholdings.com,Logistics,38034967.95,03-06-2023
Quantum Enterprises,"4711 Lake Blvd, San Jose, CA 27832",San Jose,CA,27832,USA,-6492,,Wholesale,70999330.74,28-11-2024
Vertex Networks,"2032 Park Ave, Los Angeles, CA 67221",Los Angeles,CA,67221,USA,-6775,vertex.networks@vertexnetworks.com,Consulting,96504600.22,26-12-2024
Zenith Corp,"6104 Center Place, Columbus, OH 47173",Columbus,OH,47173,USA,-9347,zenith.corp@zenithcorp.com,Healthcare,57151733.11,16-08-2024
Alpha Holdings Dynamics,"7904 Elm Terrace, Austin, TX 41851",Austin,TX,41851,USA,-3681,alpha.holdings@alphaholdings.com,Finance,58566289.79,29-12-2024
Synergy Global,"4657 Oak Way, Fort Worth, TX 63289",Fort Worth,TX,63289,USA,-2222,,Healthcare,72373789.23,24-10-2023
Apex Solutions,"6316 Market Place, San Diego, CA 38213",San Diego,CA,38213,USA,-5260,apex.solutions@apexsolutions.com,Manufacturing,45921715.44,16-10-2024
Silver Systems,"9280 Maple Court, Houston, TX 33240",Houston,TX,33240,USA,-7254,silver.systems@silversystems.com,Finance,1967296.88,12-01-2024
Crest Systems Ltd,"9799 Lake Terrace, Los Angeles, CA 71942",Los Angeles,CA,71942,USA,-9622,crest.systems@crestsystems.com,Technology,50601528.16,24-04-2024
Gamma Industries,"4176 Pine Dr, Los Angeles, CA 43561",Los Angeles,CA,43561,USA,-5822,gamma.industries@gammaindustries.com,Healthcare,80659354.04,13-01-2023
Omega International,"4003 Main Rd, Seattle, WA 14507",Seattle,WA,14507,USA,-2627,omega.international@omegainternational.com,Hospitality,35299286.12,14-08-2024
Golden Ltd,"2586 East Blvd, Houston, TX 88512",Houston,TX,88512,USA,-3231,golden.ltd@goldenltd.com,Manufacturing,10213220.52,06-10-2023
Delta International Corp,"8121 Cedar Ave, Los Angeles, CA 46086",Los Angeles,CA,46086,USA,-8479,delta.international@deltainternational.com,Healthcare,65747596.76,02-06-2023
Atlas Ventures,"4326 Cedar Rd, Austin, TX 65673",Austin,TX,65673,USA,-1992,atlas.ventures@atlasventures.com,Healthcare,33177905.94,18-12-2024
Apex Ltd,"1448 Cedar Court, New York, NY 58369",New York,NY,58369,USA,-9251,apex.ltd@apexltd.com,Healthcare,7657000.65,14-12-2023
Qantum Corp,"2103 Valley Terrace, Denver, CO 59888",Denver,CO,59888,USA,-11221,quantum.corp@quantumcorp.com,Hospitality,87588156,15-07-2023
Summit Networks,"4952 North Dr, Columbus, OH 37022",Columbus,OH,37022,USA,-7578,,Finance,27605374.06,16-10-2023
Nexus Ventures Ltd,"1072 Valley Place, Houston, TX 17606",Houston,TX,17606,USA,-7704,,Hospitality,6629873.42,09-03-2024
Eergreen Holdings,"3848 South Place, Columbus, OH 44482",Columbus,OH,44482,USA,-9260,evergreen.holdings@evergreenholdings.com,Consulting,8186689.74,13-02-2023
Crest Enterprses,"9996 Hill Ln, Fort Worth, TX 90096",Fort Worth,TX,90096,USA,-9098,crest.enterprises@crestenterprises.com,Technology,75258153.5,15-10-2023
Golden Technologies International,"2526 Ridge Blvd, Indianapolis, IN 39258",Indianapolis,IN,39258,USA,-3679,,Logistics,46308867.25,25-03-2024
Beta Technologies,"1916 Oak St, Austin, TX 65858",Austin,TX,65858,USA,-6768,,Technology,44784435.55,14-10-2023
Prime International,"3155 Pine Blvd, San Antonio, TX 36654",San Antonio,TX,36654,USA,-3720,prime.international@primeinternational.com,Hospitality,16482707,17-12-2024
ZenithCorp,"4176 Sunset Place, San Diego, CA 96981",San Diego,CA,96981,USA,-5312,zenith.corp@zenithcorp.com,Consulting,54944885.68,17-11-2023
Pioneer Corp,"7731 Elm Blvd, San Antonio, TX 47253",San Antonio,TX,47253,USA,-8424,,Healthcare,47179698.76,24-04-2024
Golden Networks,"7596 Park Court, San Antonio, TX 56838",San Antonio,TX,56838,USA,-8112,,Manufacturing,52245788.18,10-08-2024
Vanguard Group,"3109 Elm Place, Washington, DC 32468",Washington,DC,32468,USA,-5865,vanguard.group@vanguardgroup.com,Healthcare,1024966.21,08-03-2024
Nexus Industries,"3159 Washington Blvd, Dallas, TX 36740",Dallas,TX,36740,USA,-4426,nexus.industries@nexusindustries.com,Hospitality,86032445.07,28-02-2023
Silver Dynamics,"6760 Park Rd, Charlotte, NC 16625",Charlotte,NC,16625,USA,-4874,silver.dynamics@silverdynamics.com,Manufacturing,29350459.77,09-04-2023
Pioneer LLC,"8547 Market Terrace, Los Angeles, CA 92463",Los Angeles,CA,92463,USA,-6499,pioneer.llc@pioneerllc.com,Manufacturing,87469053.73,01-04-2024
Alpha Technologis,"3915 Hill Dr, Phoenix, AZ 25746",Phoenix,AZ,25746,USA,-6589,alpha.technologies@alphatechnologies.com,Consulting,64037276.7,22-03-2024
Zenith Networks,"6363 Cedar Rd, Columbus, OH 37540",Columbus,OH,37540,USA,-3260,zenith.networks@zenithnetworks.com,Logistics,93424255.15,13-01-2024
Golden Ltd,"4277 Center Terrace, Washington, DC 80004",Washington,DC,80004,USA,-7927,golden.ltd@goldenltd.com,Wholesale,10394458.08,30-09-2024
Atlas LL,"4224 Maple Dr, San Antonio, TX 42368",San Antonio,TX,42368,USA,-2342,,Wholesale,30604804.82,26-01-2024
Omega Global Enterprises,"9670 Park Place, Phoenix, AZ 14663",Phoenix,AZ,14663,USA,-3165,omega.global@omegaglobal.com,Healthcare,68918229.02,25-05-2023
Omega Co Global,"2054 Hill St, San Antonio, TX 81510",San Antonio,TX,81510,USA,-2130,omega.co@omegaco.com,Retail,59559773.27,25-09-2023
Crest Ventures,"2154 Sunset Blvd, Charlotte, NC 71610",Charlotte,NC,71610,USA,-7700,crest.ventures@crestventures.com,Consulting,96227829.77,01-04-2023
Gamma Ltd,"1701 South Blvd, Seattle, WA 50078",Seattle,WA,50078,USA,-5698,gamma.ltd@gammaltd.com,Consulting,69505885.06,05-09-2023
Vanguard Ltd Dynamics,"3789 North St, Chicago, IL 83751",Chicago,IL,83751,USA,-10596,,Manufacturing,24572295.98,08-03-2024
Omega Solutions,"3063 East Court, San Diego, CA 80362",San Diego,CA,80362,USA,-5829,omega.solutions@omegasolutions.com,Construction,21013651.74,19-11-2024
Pioneer Networks,"2253 Ridge Blvd, Fort Worth, TX 84660",Fort Worth,TX,84660,USA,-3551,,Retail,8010591.08,20-03-2024
Summit Technologies,"9756 Maple Blvd, Houston, TX 33192",Houston,TX,33192,USA,-3603,summit.technologies@summittechnologies.com,Finance,55891970.83,03-01-2023
Crest Enterprises Networks,"8570 Ridge Ln, Austin, TX 97595",Austin,TX,97595,USA,-9784,,Construction,38496809.04,05-04-2024
Golden International Ltd,"3025 Main Way, Seattle, WA 59198",Seattle,WA,59198,USA,-6750,golden.international@goldeninternational.com,Construction,26856623.64,04-10-2023
Zenith LLC Co,"7084 South Way, Fort Worth, TX 67353",Fort Worth,TX,67353,USA,-3149,,Hospitality,3893149.06,14-05-2024
Synergy Holdings Corp,"553 Main Way, Fort Worth, TX 80146",Fort Worth,TX,80146,USA,-3202,,Finance,15752672.89,01-02-2024
Prime International,"5556 Market St, Dallas, TX 68380",Dallas,TX,68380,USA,-6571,prime.international@primeinternational.com,Construction,7572754.22,20-09-2024
Quantum Global,"8442 Elm Place, San Francisco, CA 97581",San Francisco,CA,97581,USA,-2698,quantum.global@quantumglobal.com,Logistics,71730172.79,09-11-2024
anguard Co,"871 Ridge Way, Jacksonville, FL 36045",Jacksonville,FL,36045,USA,-5798,,Manufacturing,65726200.08,08-03-2023
Crest Solutions,"8246 Hill Court, New York, NY 51345",New York,NY,51345,USA,-5232,crest.solutions@crestsolutions.com,Finance,16647083.75,21-11-2024
Prime Holdings Global,"3714 Washington Place, Fort Worth, TX 73334",Fort Worth,TX,73334,USA,-10107,prime.holdings@primeholdings.com,Consulting,82877664.82,07-11-2024
Quantum Ltd,"1217 Park St, Dallas, TX 43883",Dallas,TX,43883,USA,-4776,,Logistics,38345114.12,29-08-2024
Omega Group,"5663 Maple Ave, Seattle, WA 46373",Seattle,WA,46373,USA,-5151,,Healthcare,29162155.22,30-05-2023
Alpha Dynamics,"9729 Main Place, Fort Worth, TX 68603",Fort Worth,TX,68603,USA,-9422,,Retail,39189630.48,24-03-2023
Pioneer LLC,"453 Lake Ave, Chicago, IL 39017",Chicago,IL,39017,USA,-10817,pioneer.llc@pioneerllc.com,Healthcare,64501628.85,16-03-2024
Vanguard Systems Global,"6435 Maple Way, Indianapolis, IN 43235",Indianapolis,IN,43235,USA,-3249,vanguard.systems@vanguardsystems.com,Finance,34075839.03,21-05-2024
Alpha Tehnologies,"4830 Sunset Court, Columbus, OH 98478",Columbus,OH,98478,USA,-3016,alpha.technologies@alphatechnologies.com,Wholesale,93837080.02,10-07-2024
Silver Holdings,"5063 Valley Place, Denver, CO 70807",Denver,CO,70807,USA,-3664,silver.holdings@silverholdings.com,Technology,32888823.03,07-08-2024
DeltaVentures,"3223 Broadway St, Philadelphia, PA 28481",Philadelphia,PA,28481,USA,-2912,delta.ventures@deltaventures.com,Retail,20609729.77,05-04-2024
Prime Holdings,"2598 Hill Way, San Francisco, CA 29527",San Francisco,CA,29527,USA,-5580,prime.holdings@primeholdings.com,Technology,98480056.8,25-11-2023
Silve Co,"3002 Park St, Jacksonville, FL 77230",Jacksonville,FL,77230,USA,-9078,silver.co@silverco.com,Construction,3546602.21,16-01-2024
Zenith LLC,"1060 Pine Blvd, Denver, CO 46663",Denver,CO,46663,USA,-3182,,Manufacturing,68515247.65,26-12-2023
Quantu Dynamics,"712 Ridge Dr, San Jose, CA 37678",San Jose,CA,37678,USA,-5024,quantum.dynamics@quantumdynamics.com,Wholesale,59271573.38,08-02-2023
Vanguad LLC,"4123 Lake Court, Indianapolis, IN 33437",Indianapolis,IN,33437,USA,-3735,vanguard.llc@vanguardllc.com,Construction,56053008.33,24-01-2024
Summit Co Group,"1936 Lake Rd, San Francisco, CA 22722",San Francisco,CA,22722,USA,-10745,summit.co@summitco.com,Hospitality,49336911.56,20-10-2024
Delta Industries,"4535 Hill Ln, San Francisco, CA 85260",San Francisco,CA,85260,USA,-3308,delta.industries@deltaindustries.com,Retail,35430359.16,29-09-2023
Beta International Networks,"5251 Market Dr, Philadelphia, PA 73470",Philadelphia,PA,73470,USA,-4672,beta.international@betainternational.com,Manufacturing,10461159.96,27-12-2023
Quanum Systems,"7311 Elm Way, San Jose, CA 72793",San Jose,CA,72793,USA,-3871,quantum.systems@quantumsystems.com,Wholesale,93062386.89,11-07-2023
Synergy Dynamics Solutions,"5485 Center Ln, Phoenix, AZ 47582",Phoenix,AZ,47582,USA,-5407,synergy.dynamics@synergydynamics.com,Healthcare,56505211.09,01-08-2024
Evergreen Enterpises,"1983 Ridge Court, Dallas, TX 43412",Dallas,TX,43412,USA,-7243,evergreen.enterprises@evergreenenterprises.com,Logistics,94102048.46,01-01-2024
Summit Technologies,"3370 Center Rd, Seattle, WA 41925",Seattle,WA,41925,USA,-10152,summit.technologies@summittechnologies.com,Wholesale,22546875.98,17-01-2024
PrimeLtd,"8294 Hill Dr, Denver, CO 18987",Denver,CO,18987,USA,-9739,prime.ltd@primeltd.com,Finance,17996074.91,16-09-2023
Beta LLC Co,"8583 Maple Court, Columbus, OH 15936",Columbus,OH,15936,USA,-5465,beta.llc@betallc.com,Hospitality,78765560.06,20-02-2024
Zenith Ld,"3867 Lake Court, San Diego, CA 70095",San Diego,CA,70095,USA,-10322,zenith.ltd@zenithltd.com,Consulting,29890784.04,22-09-2023
Quantum Inc,"6195 Park Way, Philadelphia, PA 20161",Philadelphia,PA,20161,USA,-6212,quantum.inc@quantuminc.com,Logistics,77263487.36,27-06-2024
Zenith LLC,"4258 South Ln, Fort Worth, TX 68527",Fort Worth,TX,68527,USA,-10933,zenith.llc@zenithllc.com,Construction,53433432.63,15-09-2024
Omega Dynamics,"7295 Valley Way, San Diego, CA 76655",San Diego,CA,76655,USA,-4497,omega.dynamics@omegadynamics.com,Retail,72717554.41,12-09-2023
Alpha Enterprises Ltd,"1985 Valley St, Seattle, WA 46892",Seattle,WA,46892,USA,-3110,alpha.enterprises@alphaenterprises.com,Construction,32110941.07,16-01-2023
Zenith Group LLC,"8653 South Ave, Columbus, OH 81306",Columbus,OH,81306,USA,-9198,zenith.group@zenithgroup.com,Logistics,10516902.81,09-09-2024
Vanguard Systems,"5366 East Blvd, San Jose, CA 20282",San Jose,CA,20282,USA,-3287,vanguard.systems@vanguardsystems.com,Healthcare,44509294.67,21-02-2024
Pioneer Dynamics,"5046 Market Rd, Phoenix, AZ 67867",Phoenix,AZ,67867,USA,-3844,,Consulting,42635309.97,09-01-2024
Pioneer Holdings,"5726 East Place, Los Angeles, CA 79287",Los Angeles,CA,79287,USA,-6577,pioneer.holdings@pioneerholdings.com,Wholesale,36404858.51,02-03-2023
Zenith LLC,"3077 Hill Ln, Austin, TX 97033",Austin,TX,97033,USA,-10595,,Wholesale,77039890.67,21-07-2023
Silver Inc,"4322 Center Ln, San Jose, CA 28333",San Jose,CA,28333,USA,-10061,silver.inc@silverinc.com,Healthcare,56438041.58,18-04-2024
Alpha Dynamics Inc,"3941 Pine Dr, Chicago, IL 51905",Chicago,IL,51905,USA,-6179,alpha.dynamics@alphadynamics.com,Hospitality,34827979.51,03-12-2023
exus Dynamics,"9020 Market Ave, Phoenix, AZ 98520",Phoenix,AZ,98520,USA,-10239,nexus.dynamics@nexusdynamics.com,Logistics,77434963.37,04-08-2024
Prime Enterprises,"4323 Hill Ln, Denver, CO 70764",Denver,CO,70764,USA,-8558,prime.enterprises@primeenterprises.com,Retail,37119793.16,29-11-2023
Vertex Networks,"7555 Elm Court, Los Angeles, CA 35088",Los Angeles,CA,35088,USA,-4216,vertex.networks@vertexnetworks.com,Logistics,7753592.2,26-09-2024
Zenith Ventures,"7836 Ridge Ave, San Antonio, TX 94972",San Antonio,TX,94972,USA,-8860,,Finance,69714785.95,02-03-2023
Atlas Corp,"454 Elm Place, Fort Worth, TX 94365",Fort Worth,TX,94365,USA,-2320,atlas.corp@atlascorp.com,Manufacturing,9185738.37,06-03-2023
Evergreen Solutions,"9723 Elm Ave, Austin, TX 31112",Austin,TX,31112,USA,-5957,evergreen.solutions@evergreensolutions.com,Logistics,50448122.25,25-07-2024
Alpha Solutions Networks,"4779 Market Place, Chicago, IL 89673",Chicago,IL,89673,USA,-10272,alpha.solutions@alphasolutions.com,Finance,23973914.48,12-10-2024
Vertex Technologies,"4892 South Place, San Jose, CA 29312",San Jose,CA,29312,USA,-5171,vertex.technologies@vertextechnologies.com,Manufacturing,33787867.06,05-02-2023
Summt Co,"8699 Washington Place, Columbus, OH 61409",Columbus,OH,61409,USA,-7692,summit.co@summitco.com,Wholesale,77690854.35,09-09-2024
Vanguard Systems Networks,"7287 West Blvd, San Jose, CA 45777",San Jose,CA,45777,USA,-7983,vanguard.systems@vanguardsystems.com,Healthcare,14158901.59,15-06-2023
Vertex Grou,"9789 Elm Rd, Jacksonville, FL 20101",Jacksonville,FL,20101,USA,-10852,,Construction,39428125.16,09-04-2024
SilverEnterprises,"4741 Ridge Rd, Philadelphia, PA 83611",Philadelphia,PA,83611,USA,-10986,silver.enterprises@silverenterprises.com,Healthcare,30714338.57,25-11-2024
Silver Industries Systems,"4204 Market Rd, Washington, DC 85031",Washington,DC,85031,USA,-5717,,Hospitality,14460656.84,08-03-2024
Alpha Enterprises,"3264 Broadway Rd, San Diego, CA 76782",San Diego,CA,76782,USA,-10724,alpha.enterprises@alphaenterprises.com,Healthcare,52276157.56,23-09-2023
Atlas International Group,"5428 Market Terrace, Columbus, OH 35436",Columbus,OH,35436,USA,-5602,atlas.international@atlasinternational.com,Technology,15811574.14,07-03-2023
Nexus Global,"7654 Maple Dr, San Antonio, TX 25890",San Antonio,TX,25890,USA,-4694,,Construction,75918768.74,26-09-2023
Gamma Entrprises,"7014 Center Dr, Seattle, WA 11796",Seattle,WA,11796,USA,-8982,,Construction,73148912.91,29-04-2023
ummit Co,"6409 East Dr, Jacksonville, FL 81892",Jacksonville,FL,81892,USA,-10061,summit.co@summitco.com,Retail,74251138.92,06-07-2023
Synergy Systems Enterprises,"5235 West Rd, Dallas, TX 62227",Dallas,TX,62227,USA,-3797,synergy.systems@synergysystems.com,Wholesale,79548619.9,12-02-2023
Summt Industries,"9848 South St, Los Angeles, CA 32891",Los Angeles,CA,32891,USA,-10502,summit.industries@summitindustries.com,Wholesale,11047048.03,23-06-2024
Vertex Dynamics,"5979 Main St, Jacksonville, FL 39521",Jacksonville,FL,39521,USA,-2463,vertex.dynamics@vertexdynamics.com,Construction,78468883.21,08-06-2023
Silver Corp Ltd,"1554 Lake Blvd, Denver, CO 17209",Denver,CO,17209,USA,-4745,,Hospitality,12373814.96,10-06-2023
Prime Global Group,"1048 Oak Blvd, Chicago, IL 23328",Chicago,IL,23328,USA,-6238,,Consulting,5853557.17,21-12-2024
Zenith Enterprises,"727 Oak Ave, Houston, TX 20448",Houston,TX,20448,USA,-4492,,Technology,1426826.6,06-12-2023
Alpha Networks,"3095 Hill Dr, Phoenix, AZ 33852",Phoenix,AZ,33852,USA,-2413,alpha.networks@alphanetworks.com,Hospitality,22740429.22,28-04-2023
Summit International,"2785 Lake Place, Houston, TX 41606",Houston,TX,41606,USA,-4725,,Logistics,35629284.36,24-05-2023
Alpha LLC Group,"8072 Lake Way, San Francisco, CA 16704",San Francisco,CA,16704,USA,-4277,alpha.llc@alphallc.com,Logistics,33609243.05,26-08-2024
Evergreen Corp Group,"7051 Washington St, Dallas, TX 26965",Dallas,TX,26965,USA,-8304,evergreen.corp@evergreencorp.com,Wholesale,18963946.73,26-04-2024
Evergreen Tecnologies,"7889 Cedar St, Philadelphia, PA 95818",Philadelphia,PA,95818,USA,-6847,,Technology,97827973.83,17-09-2023
Vertex Solutions,"3500 East Terrace, Washington, DC 53292",Washington,DC,53292,USA,-6872,vertex.solutions@vertexsolutions.com,Wholesale,24574093.46,20-07-2023
